Time (s),Roll (deg),Pitch (deg),Yaw (deg)
157.767998218,6.048807,31.71655,-83.44558
157.772916317,6.051722,31.74798,-83.42508
157.777834892,6.049999,31.7775,-83.40899
157.782753468,6.042187,31.80308,-83.40076
157.787671566,6.027274,31.82658,-83.40231
157.792590141,6.007177,31.84608,-83.40881
157.797508717,5.981318,31.86021,-83.42123
157.802426815,5.948235,31.86894,-83.43881
157.807345390,5.902177,31.8728,-83.46711
157.812263966,5.851638,31.87229,-83.49959
157.817182064,5.793817,31.86535,-83.53542
157.824559689,5.700739,31.85043,-83.59611
157.829477787,5.636863,31.83718,-83.63705
157.834396362,5.576394,31.81881,-83.67462
157.839314938,5.521852,31.80003,-83.70793
157.844233036,5.471274,31.78031,-83.73809
157.849151611,5.422696,31.76617,-83.77047
157.854070187,5.373082,31.7508,-83.80434
157.858988285,5.32349,31.73583,-83.83775
157.863906860,5.277899,31.7196,-83.86771
157.868825436,5.236402,31.70597,-83.89632
157.873743534,5.199934,31.69696,-83.92405
157.881121159,5.157527,31.68127,-83.95612
157.886039734,5.134656,31.67272,-83.97784
157.890957832,5.112438,31.66086,-83.99668
157.895876408,5.092502,31.65306,-84.01588
157.900794983,5.071556,31.6471,-84.03832
157.905713081,5.050328,31.64067,-84.06248
157.910631657,5.025569,31.63418,-84.09102
157.915550232,5.001112,31.62929,-84.12106
157.920468330,4.969993,31.62551,-84.15809
157.925386906,4.930727,31.62166,-84.20087
157.930305004,4.88545,31.61682,-84.24673
157.935223579,4.836734,31.61497,-84.29294
157.940142155,4.78617,31.62018,-84.34169
157.945060253,4.735847,31.62855,-84.38964
157.949978828,4.692267,31.64331,-84.43135
157.954897404,4.648594,31.66918,-84.47514
157.962274551,4.595459,31.71747,-84.52657
157.967193127,4.565463,31.75815,-84.55041
157.972111702,4.547378,31.81646,-84.56757
157.977029800,4.541255,31.88702,-84.57664
157.981948376,4.555277,31.9786,-84.57727
157.986866951,4.588457,32.08543,-84.57516
157.991785049,4.635643,32.19962,-84.56226
157.996703625,4.690247,32.32522,-84.544
158.001622200,4.756629,32.46732,-84.52146
158.006540298,4.825744,32.62121,-84.49622
158.011458874,4.900783,32.79338,-84.46696
158.016379356,4.975996,32.99074,-84.43778
158.023754597,5.091919,33.34382,-84.39742
158.028673172,5.160017,33.61905,-84.37478
158.033591270,5.222577,33.93184,-84.34898
158.038509846,5.291748,34.29997,-84.32874
158.043428421,5.360848,34.71054,-84.31018
158.048346519,5.433726,35.17453,-84.2929
158.053265095,5.507034,35.69197,-84.2767
158.058183670,5.59125,36.26911,-84.25524
158.063101769,5.69627,36.91747,-84.22305
158.068020344,5.841753,37.65277,-84.17774
158.072940826,6.011462,38.47486,-84.13346
158.077857018,6.170221,39.3828,-84.1044
158.082775593,6.274081,40.39327,-84.11205
158.090152740,6.281614,42.11093,-84.22916
158.095071316,6.207327,43.40804,-84.36938
158.099990368,6.064865,44.83651,-84.55947
158.104907990,5.846511,46.40694,-84.80691
158.109826565,5.552751,48.1342,-85.11064
158.114745140,5.188267,50.02532,-85.46765
158.119663239,4.717215,52.06467,-85.90087
158.124581814,4.127097,54.24598,-86.42796
158.129500389,3.40285,56.56728,-87.07123
158.134421825,2.541274,59.00563,-87.87089
158.139337063,1.508228,61.48691,-88.88648
158.144255638,0.2171054,63.95283,-90.20209
158.149173260,-1.341704,66.28709,-91.85487
158.156551361,-4.605547,69.37654,-95.1993
158.161469460,-7.741442,71.18517,-98.27505
158.166388035,-11.96367,72.7351,-102.2833
158.171306610,-17.29943,73.99843,-107.2194
158.176224709,-23.86408,74.97289,-113.1882
158.181143284,-31.38447,75.67364,-119.8679
158.186061859,-39.49417,76.04239,-126.9497
158.190979958,-47.44901,76.11757,-133.7904
158.195898533,-54.72823,76.01506,-139.984
158.200817108,-61.38617,75.70974,-145.554
158.205734730,-67.58158,75.19637,-150.8503
158.210653782,-73.26826,74.5516,-155.9296
158.215572357,-77.90456,73.86136,-160.297
158.222949505,-82.04902,72.97807,-164.6101
158.227868080,-82.91517,72.48897,-165.8442
158.232786655,-82.81059,72.08209,-166.2751
158.237704754,-82.05614,71.72557,-166.1289
158.242623329,-80.8344,71.38841,-165.497
158.247541905,-79.30035,71.05019,-164.4845
158.252460003,-77.5998,70.69414,-163.2117
158.257378578,-75.82036,70.30708,-161.7562
158.262296200,-74.0107,69.88713,-160.173
158.267215252,-72.20892,69.4393,-158.5184
158.272133827,-70.44068,68.97864,-156.8402
158.277051449,-68.69537,68.52046,-155.1511
158.281970024,-66.9671,68.07853,-153.455
158.286889076,-65.26138,67.66685,-151.7593
158.291806698,-63.56553,67.2832,-150.0514
158.299184799,-61.01391,66.75761,-147.4383
158.304103375,-59.29327,66.43402,-145.644
158.309021473,-57.54502,66.12219,-143.7945
158.313940048,-55.76278,65.81394,-141.8846
158.318858624,-53.94559,65.50154,-139.9146
158.323776722,-52.09149,65.18296,-137.8853
158.328695297,-50.18661,64.84704,-135.7923
158.333613873,-48.24821,64.49617,-133.6486
158.338531494,-46.28604,64.12663,-131.4679
158.343450546,-44.30701,63.73639,-129.2589
158.348369122,-42.32481,63.31843,-127.037
158.353286743,-40.34181,62.86449,-124.8055
158.358205319,-38.36456,62.36768,-122.5739
158.363123894,-36.40654,61.82551,-120.3572
158.368041992,-34.47455,61.22807,-118.1635
158.372960568,-32.57701,60.56724,-116.004
158.380338192,-29.7865,59.44914,-112.8347
158.385256767,-27.96845,58.61646,-110.779
158.390175343,-26.19279,57.71931,-108.7839
158.395092964,-24.4614,56.76415,-106.8582
158.400012016,-22.77062,55.75174,-105.0018
158.404930592,-21.12098,54.68843,-103.219
158.409848213,-19.51736,53.57968,-101.5154
158.414766789,-17.9657,52.43159,-99.89286
158.419685364,-16.47321,51.25048,-98.35365
158.424603462,-15.04467,50.04281,-96.89588
158.429522038,-13.68666,48.80634,-95.53277
158.434440613,-12.39774,47.55001,-94.24548
158.439358711,-11.17591,46.27658,-93.02834
158.444277286,-10.01074,44.98807,-91.8681
158.451654434,-8.35008,43.02399,-90.20996
158.456573009,-7.294184,41.71047,-89.15224
158.461492061,-6.27038,40.3851,-88.11524
158.466409683,-5.276448,39.05445,-87.09428
158.471328258,-4.309076,37.7227,-86.08492
158.476246834,-3.368517,36.38785,-85.09776
158.481164932,-2.453296,35.05404,-84.12942
158.486083507,-1.563352,33.72215,-83.16281
158.491002083,-0.7006789,32.39094,-82.19711
158.495920181,0.131369,31.06067,-81.23383
158.500838756,0.9311827,29.72446,-80.26794
158.505760670,1.692136,28.38384,-79.30359
158.510675430,2.406204,27.03944,-78.34121
158.515594005,3.065887,25.68971,-77.37738
158.522971153,3.950598,23.6501,-75.9202
158.527889728,4.464124,22.27837,-74.99173
158.532808304,4.923068,20.8952,-74.05497
158.537726402,5.329556,19.50922,-73.11861
158.542644977,5.696548,18.11769,-72.18494
158.547563553,6.02191,16.71743,-71.27243
158.552481651,6.292016,15.32402,-70.41541
158.557400226,6.5044,13.96713,-69.6421
158.562318802,6.679191,12.66807,-68.9668
158.567236900,6.861683,11.44781,-68.38531
158.572155476,7.110966,10.32465,-67.88831
158.577074051,7.485325,9.297836,-67.4648
158.584451198,8.421984,7.985147,-66.88132
158.589369774,9.353615,7.272069,-66.48389
158.594288826,10.52417,6.699066,-66.07626
158.599206448,11.84652,6.22095,-65.69852
158.604125023,13.20943,5.84597,-65.36361
158.609043598,14.48422,5.566713,-65.09391
158.613961697,15.5301,5.377496,-64.92286
158.618880272,16.27174,5.303947,-64.87186
158.623804569,16.66884,5.380923,-64.97512
158.628716946,16.7385,5.624205,-65.23399
158.633635521,16.54764,6.042059,-65.62283
158.638553619,16.18217,6.618719,-66.10995
158.643472195,15.69277,7.270009,-66.69147
158.648390770,15.18589,8.416162,-67.28822
158.655767918,14.27715,9.772271,-68.21171
158.660686493,13.50289,10.74481,-68.89253
158.665605068,12.71371,11.5921,-69.46471
158.670523167,11.96661,12.43031,-69.90407
158.675441742,11.2752,13.26819,-70.14827
158.680360317,10.7457,14.2242,-70.17167
158.685278416,10.38155,15.44683,-69.99617
158.690196991,10.17604,16.96503,-69.7979
158.695115566,10.06608,18.50768,-69.62881
158.700033665,10.0042,19.95566,-69.49321
158.704952240,10.0206,21.31219,-69.46788
158.709870815,10.04085,22.48282,-69.6021
158.714788914,9.974843,23.53868,-69.90583
158.719707489,9.898305,24.43188,-70.24567
158.727084637,9.762182,25.54903,-70.63386
158.732003212,9.611107,26.0943,-70.75066
158.736921787,9.329871,26.61733,-70.92517
158.741839886,8.880323,27.2114,-71.27266
158.746758461,8.40694,27.76148,-71.65396
158.751677036,8.018741,28.26888,-72.04958
158.756595135,7.733434,28.70245,-72.43533
158.761513710,7.513785,29.06573,-72.77119
158.766432285,7.297454,29.36126,-73.06353
158.771350384,7.054196,29.65727,-73.37907
158.776268959,6.79635,29.95096,-73.70813
158.781187534,6.565891,30.22226,-74.02031
158.786105633,6.384207,30.46955,-74.30116
158.793483257,6.198842,30.77423,-74.6445
158.798401356,6.087984,30.90177,-74.84317
158.803319931,6.015574,31.00525,-74.99013
158.808238506,5.969897,31.09739,-75.10959
158.813156605,5.936366,31.19053,-75.22546
158.818075180,5.89177,31.27784,-75.3502
158.822993755,5.849062,31.36521,-75.4682
158.827911854,5.811499,31.44476,-75.57263
158.832830429,5.786051,31.51573,-75.66373
158.837749004,5.763106,31.58343,-75.75117
158.842667103,5.744079,31.6455,-75.82996
158.847585678,5.723831,31.70767,-75.91112
158.854962826,5.700404,31.80236,-76.02348
158.859881401,5.689982,31.85832,-76.09063
158.864799976,5.689121,31.92644,-76.16183
158.869718075,5.694554,31.98354,-76.22376
158.874636650,5.701286,32.03565,-76.28361
158.879555225,5.696297,32.08036,-76.34296
158.884473324,5.716887,32.13796,-76.39737
158.889391899,5.743323,32.18179,-76.44392
158.894310474,5.75506,32.23352,-76.5106
158.899228573,5.763855,32.26951,-76.56947
158.904147148,5.779514,32.30052,-76.6189
158.909065723,5.800809,32.33216,-76.66564
158.913984299,5.824672,32.36388,-76.70871
158.918902397,5.846457,32.39074,-76.75165
158.923820972,5.863181,32.41266,-76.79648
158.931198120,5.882163,32.43476,-76.86452
158.936116695,5.890244,32.44177,-76.90951
158.941035271,5.893192,32.44019,-76.95363
158.945953369,5.891174,32.43521,-77.00092
158.950871944,5.881807,32.42376,-77.05028
158.955790043,5.867055,32.4095,-77.10282
158.960708618,5.849652,32.38877,-77.15303
158.965627193,5.828281,32.36352,-77.20416
158.970545292,5.809717,32.33947,-77.25509
158.975463867,5.785086,32.30697,-77.3035
158.980382442,5.76157,32.27425,-77.35085
158.985300064,5.735352,32.24265,-77.39992
158.990219116,5.709292,32.21103,-77.44399
158.995137691,5.688137,32.18423,-77.48338
159.002514839,5.669492,32.16947,-77.53832
159.007433414,5.663693,32.1739,-77.57422
159.012351990,5.66435,32.18647,-77.60908
159.017270088,5.669642,32.20309,-77.64422
159.022188663,5.676415,32.22214,-77.68359
159.027107239,5.681533,32.23788,-77.72404
159.032025337,5.685109,32.25239,-77.76936
159.036943913,5.683051,32.26162,-77.81998
159.041867733,5.674245,32.26556,-77.87733
159.046780586,5.654977,32.26382,-77.94202
159.051699162,5.625473,32.25391,-78.01559
159.059076309,5.560853,32.22669,-78.13929
159.063994885,5.509994,32.20548,-78.22919
159.068916798,5.454206,32.17911,-78.32354
159.073831558,5.393126,32.15204,-78.42294
159.078750134,5.331523,32.12637,-78.5233
159.083668709,5.267887,32.0991,-78.62421
159.088586807,5.2053,32.07161,-78.72205
159.093505383,5.143697,32.04502,-78.81967
159.098423958,5.085543,32.01582,-78.91136
159.103346348,5.031473,31.98845,-79.00024
159.108260632,4.986297,31.96231,-79.08171
159.113179207,4.947378,31.93811,-79.15791
159.118096828,4.909616,31.91313,-79.23347
159.125474930,4.856997,31.87499,-79.34297
159.130393028,4.82385,31.84835,-79.41409
159.135311604,4.792992,31.81975,-79.47831
159.140230179,4.763242,31.79927,-79.54535
159.145148277,4.737326,31.7807,-79.60842
159.150066853,4.709435,31.76479,-79.6724
159.154985428,4.683452,31.7541,-79.73682
159.159903526,4.65478,31.74743,-79.80415
159.164822102,4.627016,31.74889,-79.87675
159.169740677,4.597454,31.75571,-79.95267
159.174658299,4.564791,31.76391,-80.02975
159.182036400,4.509587,31.78353,-80.15107
159.186954498,4.47477,31.80154,-80.22936
159.191873074,4.440824,31.8247,-80.30788
159.196791649,4.414785,31.86016,-80.38527
159.201709747,4.398748,31.89512,-80.45163
159.206628323,4.390165,31.93511,-80.5078
159.211546898,4.387856,31.99186,-80.56492
159.216464520,4.39326,32.06108,-80.61919
159.221383572,4.403911,32.14151,-80.67447
159.226302147,4.429114,32.23098,-80.71464
159.231224060,4.473951,32.34722,-80.75375
159.236138344,4.537436,32.46616,-80.77533
159.241057396,4.614326,32.5972,-80.78902
159.248434544,4.752708,32.81137,-80.79393
159.253353119,4.856682,32.97335,-80.78931
159.258271694,4.966896,33.15274,-80.78139
159.263189793,5.081692,33.35062,-80.77018
159.268108368,5.196003,33.57395,-80.75652
159.273026943,5.304516,33.82733,-80.74233
159.277945042,5.416938,34.11998,-80.72795
159.282863617,5.523809,34.45258,-80.71384
159.287781239,5.621758,34.84075,-80.7065
159.292699814,5.717553,35.28208,-80.70466
159.300077915,5.863802,36.06061,-80.70274
159.304996014,5.964962,36.65863,-80.69683
159.309914589,6.091616,37.33242,-80.67488
159.314833164,6.251852,38.09846,-80.64059
159.319751263,6.453238,38.96585,-80.58119
159.324669838,6.65374,39.93895,-80.53085
159.329588413,6.809229,41.02627,-80.51959
159.334506512,6.891638,42.22521,-80.56595
159.341884136,6.859931,44.2405,-80.74517
159.346802235,6.747159,45.74085,-80.92419
159.351720810,6.559704,47.37593,-81.15195
159.356639385,6.320971,49.15087,-81.41668
159.361557484,6.036387,51.06914,-81.72471
159.366476059,5.699901,53.11845,-82.07897
159.371394634,5.259004,55.27853,-82.50653
159.376312733,4.69807,57.53515,-83.05895
159.381231308,4.004416,59.84052,-83.7709
159.386149883,3.195992,62.16793,-84.66212
159.391067982,2.250041,64.46605,-85.74575
159.395986557,1.099607,66.68936,-87.05234
159.400905132,-0.3546686,68.79288,-88.66924
159.408282280,-3.566688,71.76569,-92.03889
159.413200855,-6.759006,73.54667,-95.20587
159.418118954,-11.29317,75.15977,-99.53897
159.423037529,-17.12383,76.5651,-105.0804
159.427956104,-24.3222,77.69724,-111.8552
159.432874203,-32.6245,78.53027,-119.5696
159.437793255,-41.72978,79.09372,-127.9666
159.442711353,-51.46482,79.38262,-136.933
159.447629452,-61.19722,79.41023,-145.9103
159.452548027,-69.7961,79.09993,-153.78
159.457466602,-77.98917,78.54811,-161.4598
159.462384224,-84.01271,77.88027,-167.2527
159.467303276,-87.28739,77.20438,-170.3353
159.474680424,-88.90561,76.33326,-172.0621
159.479598999,-88.4428,75.87531,-171.9016
159.484517574,-87.14792,75.49173,-171.0114
159.489435673,-85.22202,75.16748,-169.5409
159.494354248,-82.85145,74.88004,-167.6393
159.499272823,-80.23933,74.61075,-165.4809
159.504190922,-77.51995,74.33813,-163.1712
159.509109497,-74.80226,74.03955,-160.7999
159.514028072,-72.13935,73.70731,-158.4167
159.518945694,-69.59235,73.34608,-156.083
159.523864746,-67.20793,72.9632,-153.8447
159.528783321,-64.98193,72.56927,-151.7059
159.533700943,-62.88323,72.16771,-149.6439
159.538619518,-60.87344,71.75792,-147.6273
159.543538570,-58.92483,71.33687,-145.6344
159.550915718,-56.05497,70.687,-142.649
159.555834293,-54.14573,70.24992,-140.6409
159.560752392,-52.2136,69.81301,-138.599
159.565670967,-50.2174,69.36929,-136.4941
159.570589542,-48.1681,68.92244,-134.3325
159.575507164,-46.06496,68.4665,-132.1126
159.580426216,-43.91808,67.98938,-129.8432
159.585344791,-41.74265,67.48384,-127.5355
159.590262413,-39.56114,66.94829,-125.2126
159.595180988,-37.38887,66.37512,-122.8864
159.602559090,-34.18608,65.44026,-119.4289
159.607477188,-32.10654,64.76278,-117.1632
159.612395763,-30.08841,64.04104,-114.9525
159.617314339,-28.14142,63.27165,-112.8072
159.622232437,-26.27257,62.45696,-110.7327
159.627151012,-24.48043,61.59801,-108.7336
159.632069588,-22.76284,60.69578,-106.8128
159.636987686,-21.11489,59.74636,-104.9676
159.641906261,-19.53397,58.75317,-103.2
159.646824837,-18.01998,57.71576,-101.5124
159.654201984,-15.87378,56.08487,-99.13155
159.659120560,-14.52566,54.95748,-97.64491
159.664038658,-13.23825,53.80333,-96.24713
159.668957233,-12.01211,52.61147,-94.9264
159.673875809,-10.84361,51.39844,-93.67919
159.678793907,-9.730392,50.16421,-92.50055
159.683712482,-8.666727,48.90788,-91.381
159.688631058,-7.647235,47.63353,-90.31408
159.693549156,-6.662331,46.34215,-89.29137
159.698467731,-5.708482,45.02983,-88.30533
159.703386307,-4.782276,43.69709,-87.34943
159.708303928,-3.88267,42.34359,-86.41584
159.713222980,-3.008806,40.96783,-85.51275
159.718141556,-2.171606,39.58094,-84.64449
159.725518703,-0.9857172,37.4871,-83.37153
159.730437279,-0.2428551,36.11284,-82.54794
159.735355377,0.4665091,34.71053,-81.73209
159.740273952,1.141955,33.3241,-80.93071
159.745192528,1.780619,31.94745,-80.14668
159.750110626,2.382812,30.57457,-79.37789
159.755029201,2.947326,29.20442,-78.62038
159.759947777,3.477073,27.83192,-77.86517
159.764865398,3.974162,26.45571,-77.1507
159.769784450,4.433589,25.07651,-76.43932
159.774703026,4.854729,23.69183,-75.73032
159.779620647,5.235524,22.29896,-75.02815
159.784539223,5.575234,20.89672,-74.33701
159.791916847,6.017614,18.78107,-73.33472
159.796835422,6.275341,17.37576,-72.71227
159.801753998,6.519784,15.99253,-72.13818
159.806672096,6.774692,14.64899,-71.61845
159.811590671,7.071094,13.34558,-71.15833
159.816509247,7.456953,12.10134,-70.74316
159.821426868,7.981302,10.92969,-70.34733
159.826345444,8.698202,9.841664,-69.94933
159.831264496,9.651043,8.848655,-69.53676
159.836182117,10.83826,7.960654,-69.10796
159.841100693,12.22807,7.188437,-68.67398
159.846019268,13.73243,6.49565,-68.26047
159.853396893,15.98193,5.631754,-67.73057
159.858315468,17.29735,5.171315,-67.47831
159.863233566,18.33927,4.815284,-67.34959
159.868152142,19.05743,4.604184,-67.36205
159.873070717,19.44279,4.573546,-67.54016
159.877988338,19.52273,4.740683,-67.88744
159.882906914,19.36559,5.10388,-68.38633
159.887825966,19.06269,5.638617,-69.00046
159.892743587,18.71147,6.292699,-69.68659
159.897662163,18.36749,6.913759,-70.37036
159.905040264,17.46323,8.502885,-71.52802
159.909958363,16.78853,9.231639,-72.27701
159.914876938,15.8961,9.985591,-73.02017
159.919795513,14.97864,10.63624,-73.61497
159.924713612,14.20959,11.24064,-73.99488
159.929632187,13.55367,11.90719,-74.14362
159.934550762,13.06308,12.76478,-74.05398
159.939468384,12.73478,13.99367,-73.75951
159.944387436,12.48405,15.62202,-73.42332
159.949306011,12.3499,17.36949,-73.17215
159.954223633,12.28261,18.98529,-73.02747
159.959142208,12.28022,20.51092,-73.02058
159.964061260,12.30729,21.85728,-73.18294
159.971438408,12.2747,23.64644,-73.67878
159.976356983,12.19458,24.63234,-73.98072
159.981275082,12.03037,25.501,-74.2245
159.986193657,11.79356,26.15308,-74.33213
159.991112232,11.42965,26.77798,-74.48741
159.996029854,10.8714,27.45807,-74.82491
160.000948906,10.32295,28.05004,-75.14574
160.005867481,9.894381,28.63683,-75.54755
160.010787964,9.582626,29.16958,-75.93363
160.015703678,9.371689,29.59385,-76.22871
160.020622730,9.166262,29.95728,-76.48387
160.025540352,8.901716,30.28879,-76.76839
160.030458927,8.603397,30.62684,-77.10642
160.035377502,8.323179,30.93997,-77.44458
160.040295601,8.097208,31.22399,-77.75722
160.047673702,7.844391,31.55656,-78.12769
160.052591324,7.699476,31.73728,-78.35354
160.057510376,7.554172,31.89717,-78.57156
160.062428951,7.444343,32.03279,-78.74297
160.067346573,7.350922,32.15165,-78.89382
160.072265148,7.271086,32.26973,-79.03752
160.077184200,7.199612,32.37745,-79.17657
160.082101822,7.138453,32.46759,-79.29669
160.087020397,7.099473,32.54066,-79.38987
160.091943264,7.070149,32.61274,-79.47604
160.096857071,7.046654,32.68027,-79.55689
160.101775646,7.02485,32.74396,-79.63405
160.106694222,7.010626,32.80683,-79.70886
160.114071846,6.996326,32.90202,-79.81915
160.118992329,6.987724,32.95257,-79.8863
160.123908043,6.978393,33.00604,-79.95662
160.128826618,6.970376,33.06119,-80.02939
160.133745670,6.976813,33.11294,-80.09
160.138663292,6.982157,33.16358,-80.15573
160.143581867,6.99324,33.21598,-80.21491
160.148500443,7.012514,33.27286,-80.2711
160.153418541,7.044947,33.32461,-80.31187
160.158337116,7.086625,33.38017,-80.34819
160.163255692,7.134004,33.42735,-80.37371
160.168173790,7.174611,33.4796,-80.40567
160.175551891,7.225539,33.54734,-80.45528
160.180469513,7.244576,33.58969,-80.49773
160.185388088,7.251413,33.61984,-80.54199
160.190307140,7.251163,33.64952,-80.59151
160.195224762,7.237184,33.67151,-80.64764
160.200143337,7.217115,33.68592,-80.7047
160.205061913,7.189157,33.69265,-80.76168
160.209980011,7.170629,33.70009,-80.81226
160.214898586,7.152849,33.70274,-80.8605
160.219817162,7.135753,33.70224,-80.90809
160.224735260,7.120948,33.69914,-80.95361
160.229653835,7.110812,33.69802,-80.99725
160.237031937,7.108924,33.69906,-81.05686
160.241949558,7.117433,33.70444,-81.09236
160.246868610,7.13297,33.71105,-81.12425
160.251786232,7.149466,33.71468,-81.15282
160.256704807,7.173097,33.71912,-81.17732
160.261623383,7.190929,33.72557,-81.20763
160.266542435,7.207366,33.73408,-81.24093
160.271460056,7.219463,33.74362,-81.27983
160.276378632,7.23023,33.75286,-81.31934
160.281296730,7.237054,33.75999,-81.36152
160.286215305,7.239912,33.76229,-81.4035
160.291133881,7.239419,33.76416,-81.44743
160.296051979,7.235608,33.76801,-81.4941
160.300970554,7.230149,33.77218,-81.54182
160.305889130,7.223778,33.77884,-81.5929
160.310807228,7.217845,33.79046,-81.65128
160.318184853,7.206013,33.78551,-81.73628
160.323103905,7.187518,33.78896,-81.80114
160.328021526,7.15944,33.78941,-81.87444
160.332940102,7.126912,33.78851,-81.95502
160.337858677,7.087425,33.7765,-82.03963
160.342776775,7.04077,33.76147,-82.12556
160.347695351,6.99312,33.74656,-82.21262
160.352613449,6.942819,33.73107,-82.30283
160.357532024,6.887766,33.70983,-82.39651
160.362450600,6.828788,33.68127,-82.48883
160.367368698,6.766288,33.65664,-82.58567
160.372287273,6.7048,33.62922,-82.67975
160.377205849,6.637052,33.60576,-82.7789
160.382126331,6.568961,33.57983,-82.87781
160.389501572,6.472554,33.53012,-83.01581
160.394420147,6.409181,33.50061,-83.10705
160.399338245,6.349885,33.4675,-83.19373
160.404256821,6.296338,33.43584,-83.27618
160.409175396,6.247128,33.41156,-83.35714
160.414093495,6.204234,33.38798,-83.43243
160.419012070,6.169388,33.36883,-83.50394
160.423930645,6.139419,33.35237,-83.57028
160.428848744,6.112687,33.33712,-83.63373
160.433767319,6.084239,33.33101,-83.69995
160.438685894,6.064983,33.3298,-83.7587
160.446063042,6.045108,33.35302,-83.84815
160.450981617,6.039196,33.38042,-83.90497
160.455899715,6.036973,33.4189,-83.96094
160.460818291,6.038826,33.46923,-84.01664
160.465736866,6.050576,33.52888,-84.06363
160.470654964,6.076972,33.61959,-84.11386
160.475573540,6.116846,33.71362,-84.14725
160.480492115,6.172889,33.81965,-84.16503
160.485410213,6.237973,33.95213,-84.18383
160.490328789,6.319752,34.09118,-84.18499
160.495247364,6.416555,34.2471,-84.17447
160.500165462,6.520987,34.42146,-84.15572
160.505084038,6.628753,34.61553,-84.13514
160.512461185,6.805,34.95555,-84.09861
160.517379761,6.915656,35.21291,-84.07444
160.522298336,7.026361,35.50502,-84.05061
160.527216434,7.135312,35.84105,-84.03111
160.532135010,7.246785,36.21787,-84.00935
160.537053585,7.367584,36.64023,-83.98306
160.541971683,7.494034,37.11513,-83.95409
160.546890259,7.627561,37.64806,-83.92422
160.551808834,7.777227,38.23701,-83.88171
160.556726932,7.945103,38.89824,-83.81743
160.561645508,8.12921,39.65399,-83.75406
160.566564083,8.338218,40.48405,-83.66715
160.571482181,8.562252,41.41805,-83.58134
160.576400757,8.750301,42.45799,-83.52806
160.581319332,8.863674,43.59703,-83.52631
160.586236954,8.905627,44.84054,-83.56905
160.593615055,8.875522,46.9566,-83.69796
160.598533153,8.814277,48.54108,-83.81197
160.603451729,8.715711,50.26712,-83.94876
160.608370304,8.59341,52.13253,-84.10059
160.613288402,8.441642,54.13025,-84.27885
160.618206978,8.271471,56.25894,-84.47531
160.623125553,8.041077,58.4736,-84.73969
160.628043651,7.719254,60.74696,-85.10506
160.632966518,7.324672,63.08893,-85.58236
160.637880802,6.844607,65.45464,-86.20648
160.642798424,6.251076,67.78845,-86.99957
160.647717476,5.483128,70.01219,-87.98946
160.652636051,4.39585,72.12671,-89.28941
160.657553673,2.858148,74.14176,-90.99602
160.664931774,-1.117714,76.88914,-95.07427
160.669849873,-5.443321,78.52433,-99.38853
160.674768448,-11.49252,79.94671,-105.3473
160.679687023,-19.62092,81.10463,-113.2591
160.684605122,-29.9668,81.96387,-123.1707
160.689523697,-42.62179,82.52456,-135.1013
160.694442272,-56.7821,82.79644,-148.3218
160.699359894,-71.27053,82.82891,-161.889
160.704282284,-83.93128,82.61825,-173.7848
160.709197521,-93.75941,82.20473,176.9093
160.714115143,-101.2065,81.60332,169.7596
160.719033718,-106.1746,80.96668,164.9184
160.723952770,-108.6355,80.41823,162.5131
160.731329918,-108.9592,79.85165,162.2037
160.736248493,-107.8743,79.63518,163.2053
160.741166592,-105.915,79.51781,165.0431
160.746085167,-103.1996,79.47095,167.6118
160.751003742,-99.82248,79.46895,170.8243
160.755921364,-95.91639,79.47766,174.5606
160.760840416,-91.60593,79.46116,178.7085
160.765758991,-87.01629,79.39037,-176.8471
160.770676613,-82.30344,79.24749,-172.2551
160.775595188,-77.63835,79.02737,-167.6869
160.780514240,-73.13003,78.73295,-163.2517
160.785431862,-68.8434,78.36893,-159.0156
160.790353775,-64.79345,77.94384,-155.0013
160.795269012,-60.98021,77.46571,-151.2142
160.802646637,-55.61142,76.66239,-145.8847
160.807565212,-52.22387,76.0778,-142.5264
160.812482834,-48.97612,75.4568,-139.3098
160.817401886,-45.85043,74.8062,-136.2186
160.822320461,-42.8307,74.12375,-133.2339
160.827238083,-39.91613,73.40543,-130.3503
160.832156658,-37.11318,72.64362,-127.5683
160.837075710,-34.43573,71.83727,-124.8982
160.841993332,-31.90171,70.98059,-122.3523
160.846911907,-29.52449,70.07522,-119.9424
160.851830482,-27.30354,69.11897,-117.6777
160.856748581,-25.24684,68.12299,-115.5616
160.861667156,-23.33122,67.08706,-113.5757
160.866585731,-21.53472,66.0111,-111.7048
160.873963356,-19.01607,64.32421,-109.0787
160.878881931,-17.41833,63.14936,-107.4217
160.883800507,-15.86188,61.92801,-105.8183
160.888718128,-14.33793,60.65102,-104.2574
160.893637180,-12.84574,59.32032,-102.7396
160.898554802,-11.38941,57.93531,-101.2729
160.903473377,-9.980941,56.50229,-99.86485
160.908391952,-8.625437,55.02966,-98.51307
160.913310051,-7.331137,53.53004,-97.22692
160.918228626,-6.100955,52.0201,-96.01001
160.923147202,-4.928319,50.5119,-94.85767
160.928065300,-3.807842,49.0186,-93.76682
160.932983875,-2.728698,47.54589,-92.74324
160.937902451,-1.690852,46.0686,-91.76908
160.945279598,-0.2051294,43.87339,-90.4017
160.950198650,0.7432593,42.41927,-89.55473
160.955117226,1.657315,40.96196,-88.75342
160.960034847,2.535292,39.49649,-87.98056
160.964953423,3.376742,38.01544,-87.23132
