Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.673936844,3.999994,1.097296,-0.527083,-0.5622256,0.1570062,0.7999838,19.16114,-18.88515,-28.20964,992.0054
0.678856373,4.247277,1.156547,-0.7099518,-0.5672032,0.1566468,0.790788,19.16114,-18.88515,-28.20964,992.0054
0.683775425,4.494561,0.9787923,-0.4661267,-0.5667002,0.1474629,0.7866051,19.16114,-18.88515,-28.20964,992.0054
0.688694000,4.618202,0.6825341,-0.03943261,-0.5642135,0.1459593,0.7899352,19.16114,-18.88515,-28.20964,992.0054
0.693613529,5.11277,0.860289,-0.03943261,-0.5622659,0.1541905,0.7940674,19.16114,-18.88515,-28.20964,992.0054
0.698532581,5.483695,1.097296,0.02152368,-0.5608445,0.1615241,0.7938054,19.16114,-18.88515,-28.20964,992.0054
0.703452110,6.163725,2.104573,-0.1613452,-0.5584155,0.1610951,0.7918295,19.16114,-18.88515,-28.20964,992.0054
0.710831165,6.287366,1.867567,-0.2832578,-0.5657318,0.1634023,0.7953623,18.47013,-18.14605,-28.18865,992.0054
0.715750694,6.781934,2.163825,0.08247998,-0.5573283,0.1575197,0.8009311,18.47013,-18.14605,-28.18865,992.0054
0.720669746,7.152859,2.874845,-0.2223015,-0.5548176,0.1583806,0.8082211,18.47013,-18.14605,-28.18865,992.0054
0.725589275,7.523784,3.882123,-0.2832578,-0.5539786,0.1673353,0.7992762,18.47013,-18.14605,-28.18865,992.0054
0.730507851,8.327456,5.244911,-0.7099518,-0.5579078,0.1769757,0.8035018,18.47013,-18.14605,-28.18865,992.0054
0.735426903,9.007485,6.133685,-1.258559,-0.5506802,0.1796606,0.7938179,18.47013,-18.14605,-28.18865,992.0054
0.740346432,9.131127,6.607698,-1.319515,-0.5671875,0.1638493,0.7968452,18.47013,-18.14605,-28.18865,992.0054
0.745267391,8.945664,6.785453,-1.136646,-0.5677676,0.1625731,0.7866128,18.47013,-18.14605,-28.18865,992.0054
0.750185013,8.574739,6.31144,-0.8928207,-0.561969,0.1709576,0.7844064,18.47013,-18.14605,-28.18865,992.0054
0.755104065,7.771068,5.718924,-0.7709081,-0.569271,0.169862,0.7873443,18.47013,-18.14605,-28.18865,992.0054
0.760023594,7.771068,5.481917,-0.6489956,-0.5644131,0.1723796,0.7854431,18.47013,-18.14605,-28.18865,992.0054
0.764942646,7.091038,4.533891,-0.3442141,-0.5734221,0.1857142,0.7723496,18.8606,-18.91227,-27.31644,992.0054
0.769862175,6.781934,4.652394,-0.6489956,-0.5580322,0.1791431,0.7919195,18.8606,-18.91227,-27.31644,992.0054
0.774781227,6.843754,4.711646,-0.8318644,-0.5565068,0.177116,0.7966973,18.8606,-18.91227,-27.31644,992.0054
0.779704094,6.905575,5.60042,-1.136646,-0.5599295,0.1761192,0.796208,18.8606,-18.91227,-27.31644,992.0054
0.784619808,7.21468,6.252189,-1.258559,-0.555061,0.1834385,0.7983447,18.8606,-18.91227,-27.31644,992.0054
0.789539337,7.771068,8.088989,-1.929078,-0.5505437,0.1895245,0.8140399,18.8606,-18.91227,-27.31644,992.0054
0.794458389,9.440232,10.99232,-2.782466,-0.5475367,0.193269,0.823846,18.8606,-18.91227,-27.31644,992.0037
0.801836967,13.33495,18.57653,-4.915936,-0.5317631,0.2071558,0.8450398,18.8606,-18.91227,-27.31644,992.0037
0.806756496,16.92056,23.73142,-6.439843,-0.5492151,0.1787353,0.8437863,18.8606,-18.91227,-27.31644,992.0037
0.811675549,17.72423,26.39775,-6.744625,-0.5608718,0.1663983,0.7939619,18.8551,-18.89739,-27.76337,992.0037
0.816595077,19.20793,28.1753,-6.561756,-0.5860609,0.1681155,0.8204426,18.8551,-18.89739,-27.76337,992.0037
0.821514130,19.88796,29.30108,-5.952193,-0.5829706,0.1716787,0.7880006,18.8551,-18.89739,-27.76337,992.0037
0.826433659,20.50617,30.0121,-5.220717,-0.5956081,0.1685212,0.794315,18.8551,-18.89739,-27.76337,992.0037
0.831352711,21.37166,30.48611,-4.550198,-0.6144477,0.1500602,0.8074727,18.8551,-18.89739,-27.76337,992.0037
0.836272240,21.43349,30.60461,-3.757766,-0.619399,0.1057721,0.7740481,18.8551,-18.89739,-27.76337,992.0037
0.841191292,21.06256,28.53081,-2.111947,-0.6290114,0.1019633,0.7385608,18.8551,-18.89739,-27.76337,992.0037
0.846109867,20.50617,24.97571,-0.2832578,-0.6424431,0.1273528,0.7307454,18.8551,-18.89739,-27.76337,992.0037
0.851029396,19.64068,22.01313,1.7283,-0.63362,0.153914,0.7490039,18.8551,-18.89739,-27.76337,992.0037
0.858408451,19.20793,19.93932,2.947426,-0.6239913,0.1803321,0.7492864,18.8551,-18.89739,-27.76337,992.0037
0.863327980,17.72423,18.75429,3.435076,-0.572773,0.2172352,0.8083134,19.18247,-19.66096,-26.95515,992.0037
0.868247032,15.93143,22.54639,2.337863,-0.5788829,0.2427182,0.7989843,19.18247,-19.66096,-26.95515,992.0037
0.873166561,16.42599,24.56095,1.423518,-0.5580115,0.2480548,0.8363703,19.18247,-19.66096,-26.95515,992.0081
0.878085613,13.39677,27.87904,-0.03943261,-0.568188,0.2651189,0.8059267,19.18247,-19.66096,-26.95515,992.0081
0.883004189,16.24053,32.67842,-3.026291,-0.5255044,0.3346764,0.8621865,19.18247,-19.66096,-26.95515,992.0081
0.887923717,13.45859,37.3593,-6.378887,-0.5088041,0.3636184,0.8872541,19.18247,-19.66096,-26.95515,992.0081
0.892842770,14.88047,41.32916,-11.13348,-0.4734299,0.3930165,0.8709126,19.18247,-19.66096,-26.95515,992.0081
0.897762299,12.22217,49.50589,-16.80241,-0.4283776,0.4670825,0.9219567,19.18247,-19.66096,-26.95515,992.0081
0.902681351,9.440232,58.33438,-23.38569,-0.4181132,0.514922,0.9505962,19.18247,-19.66096,-26.95515,992.0081
0.907600880,6.411008,68.46642,-30.15184,-0.4107572,0.5385544,0.916335,19.18247,-19.66096,-26.95515,992.0081
0.912519932,5.545516,76.64314,-37.71042,-0.4491772,0.5787556,0.913084,19.93289,-19.31553,-26.49536,992.0081
0.917439461,3.07268,81.50178,-45.02518,-0.4892119,0.4539267,0.9963208,19.93289,-19.31553,-26.49536,992.0081
0.922358513,3.07268,85.64939,-49.96264,-0.5458193,0.3688408,1.059119,19.93289,-19.31553,-26.49536,992.0081
0.927278042,9.625694,76.88015,-55.63157,-0.4754808,0.3658054,1.098258,19.93289,-19.31553,-26.49536,992.0081
0.932197094,21.98987,65.91859,-66.42083,-0.5521496,0.3183206,1.538716,19.93289,-19.31553,-26.49536,992.0081
0.937116623,22.48444,61.77098,-71.78499,-0.2841815,0.3824823,1.469628,19.93289,-19.31553,-26.49536,992.0081
0.942035675,21.92805,60.70445,-73.73559,-0.2036361,0.690469,1.236075,19.93289,-19.31553,-26.49536,992.0081
0.949414253,17.72423,54.60153,-76.84436,-0.2552259,0.9021397,1.341848,19.93289,-19.31553,-26.49536,992.0081
0.954333782,8.389277,48.73561,-77.75871,-0.4932266,0.855829,1.435539,19.93289,-19.31553,-26.49536,992.0081
0.959252834,-1.625708,38.18882,-74.28419,-0.5505043,0.8983377,1.456308,21.44674,-19.01897,-24.75698,992.0081
0.964172363,-10.34245,26.93101,-68.24952,-0.4365013,0.7999583,1.450762,21.44674,-19.01897,-24.75698,992.0081
0.969091415,-16.64818,14.90293,-59.95947,-0.2959979,0.6746405,1.437822,21.44674,-19.01897,-24.75698,992.0081
0.974010944,-20.60472,3.111851,-50.02359,-0.1167193,0.5296336,1.426846,21.44674,-19.01897,-24.75698,992.0081
0.978929996,-21.84114,-4.472359,-40.14867,0.1060083,0.4145809,1.425699,21.44674,-19.01897,-24.75698,992.0081
0.983849525,-19.55377,-9.627252,-31.37097,0.2523851,0.3206265,1.381671,21.44674,-19.01897,-24.75698,992.0081
0.988768578,-14.54627,-13.53786,-23.44665,0.3727777,0.2521165,1.346927,21.44674,-19.01897,-24.75698,992.0081
0.993688107,-7.931438,-15.78942,-16.43668,0.4320619,0.2056718,1.328929,21.44674,-19.01897,-24.75698,992.0081
0.998606682,-0.9456778,-18.27799,-10.09722,0.4476757,0.1846663,1.312104,21.44674,-19.01897,-24.75698,992.0081
1.003525734,5.483695,-21.59608,-4.367329,0.4242502,0.179056,1.314059,21.44674,-19.01897,-24.75698,992.0081
1.008445263,10.61483,-25.38819,1.423518,0.4025697,0.1811012,1.298765,23.26743,-18.71229,-23.40103,992.0081
1.013368606,13.64405,-30.30607,6.970541,0.3874356,0.1895924,1.30693,23.26743,-18.71229,-23.40103,992.0081
1.018283844,14.69501,-35.28321,11.78609,0.3854069,0.2041791,1.308386,23.26743,-18.71229,-23.40103,992.0081
1.023202896,14.20044,-40.0826,15.74825,0.3970433,0.2189441,1.306821,23.26743,-18.71229,-23.40103,992.0081
1.030582428,10.12026,-45.94851,19.28371,0.3945952,0.2102482,1.301222,23.26743,-18.71229,-23.40103,992.0081
1.035501480,6.781934,-48.91109,20.80762,0.3853795,0.1781941,1.289588,23.26743,-18.71229,-23.40103,992.0098
1.040420055,3.999994,-51.04415,21.78292,0.3713032,0.1315729,1.272186,23.26743,-18.71229,-23.40103,992.0098
1.045339584,2.701755,-52.46619,22.20961,0.367959,0.08654767,1.252805,23.26743,-18.71229,-23.40103,992.0098
